Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,HDOP,UTM_northing,UTM_easting,UTC,Zone,Letter
1676051646.2507367,0,64446,0,GPS1_FRAME,1.0387733333333333,-11.92159,1.5,26.7,174811.44226785342,114966.19604076713,175406.0,29,N
1676051647.2498162,0,64447,0,GPS1_FRAME,1.0387733333333333,-11.92159,1.5,26.7,174811.44226785342,114966.19604076713,175407.0,29,N
1676051648.264674,0,64448,0,GPS1_FRAME,1.0387733333333333,-11.921593333333334,1.5,26.6,174811.07092626265,114966.19638434812,175408.0,29,N
1676051649.2633765,0,64449,0,GPS1_FRAME,1.0387733333333333,-11.921598333333332,2.2,26.6,174810.5139138758,114966.19689972035,175409.0,29,N
1676051650.246967,0,64450,0,GPS1_FRAME,1.0387766666666667,-11.921598333333332,2.2,26.6,174810.5142552149,114966.56581685266,175410.0,29,N
1676051651.2610848,0,64451,0,GPS1_FRAME,1.03878,-11.921593333333334,2.4,26.7,174811.07160894084,114966.9342186095,175411.0,29,N
1676051652.2436123,0,64452,0,GPS1_FRAME,1.038785,-11.921591666666666,2.4,26.7,174811.25779174856,114967.48742251309,175412.0,29,N
1676051653.2453487,0,64453,0,GPS1_FRAME,1.0387866666666667,-11.921588333333334,2.4,26.6,174811.62930400536,114967.67153749299,175413.0,29,N
1676051654.2451768,0,64454,0,GPS1_FRAME,1.0387899999999999,-11.921588333333334,2.4,26.6,174811.62964534765,114968.04045462202,175414.0,29,N
1676051655.2624962,0,64455,0,GPS1_FRAME,1.0387899999999999,-11.921588333333334,2.4,26.6,174811.62964534765,114968.04045462202,175415.0,29,N
1676051656.264616,0,64456,0,GPS1_FRAME,1.038795,-11.921586666666666,2.2,26.6,174811.8158281581,114968.59365852182,175416.0,29,N
1676051657.246656,0,64457,0,GPS1_FRAME,1.0387983333333333,-11.921591666666666,2.2,26.5,174811.2591571238,114968.9630910338,175417.0,29,N
1676051658.265407,0,64458,0,GPS1_FRAME,1.0387966666666666,-11.921595,1.5,26.4,174810.8876448623,114968.7789760576,175418.0,29,N
1676051659.2668722,0,64459,0,GPS1_FRAME,1.0388,-11.921596666666666,1.5,26.4,174810.70231541275,114969.14806498404,175419.0,29,N
1676051660.2513657,0,64460,0,GPS1_FRAME,1.0388,-11.921596666666666,1.5,26.3,174810.70231541275,114969.14806498404,175420.0,29,N
1676051661.2659898,0,64461,0,GPS1_FRAME,1.038805,-11.921593333333334,1.5,26.0,174811.0741690229,114969.70109708994,175421.0,29,N
1676051662.2499044,0,64462,0,GPS1_FRAME,1.038805,-11.921593333333334,1.5,26.0,174811.0741690229,114969.70109708994,175422.0,29,N
1676051663.2490287,0,64463,0,GPS1_FRAME,1.0388083333333333,-11.92159,1.5,25.8,174811.44585195847,114970.06967062812,175423.0,29,N
1676051664.2497964,0,64464,0,GPS1_FRAME,1.0388083333333333,-11.92159,1.5,25.8,174811.44585195847,114970.06967062812,175424.0,29,N
1676051665.2498724,0,64465,0,GPS1_FRAME,1.0388083333333333,-11.92159,1.5,25.7,174811.44585195847,114970.06967062812,175425.0,29,N
1676051666.250088,0,64466,0,GPS1_FRAME,1.0388083333333333,-11.92159,1.5,25.7,174811.44585195847,114970.06967062812,175426.0,29,N
1676051667.2495062,0,64467,0,GPS1_FRAME,1.0388083333333333,-11.92159,1.5,25.7,174811.44585195847,114970.06967062812,175427.0,29,N
1676051668.2489207,0,64468,0,GPS1_FRAME,1.0388083333333333,-11.92159,1.5,25.7,174811.44585195847,114970.06967062812,175428.0,29,N
1676051669.248801,0,64469,0,GPS1_FRAME,1.0388083333333333,-11.921586666666666,1.5,25.8,174811.81719354406,114970.06932703595,175429.0,29,N
1676051670.24874,0,64470,0,GPS1_FRAME,1.0388066666666667,-11.921583333333333,1.5,25.8,174812.18836445455,114969.88452488044,175430.0,29,N
1676051671.2494173,0,64471,0,GPS1_FRAME,1.0388066666666667,-11.92158,1.5,25.7,174812.5597060353,114969.88418128961,175431.0,29,N
1676051672.2486608,0,64472,0,GPS1_FRAME,1.0388066666666667,-11.921578333333334,1.5,25.6,174812.74537682807,114969.88400949436,175432.0,29,N
1676051673.249979,0,64473,0,GPS1_FRAME,1.0388066666666667,-11.921578333333334,1.5,25.6,174812.74537682807,114969.88400949436,175433.0,29,N
1676051674.2487001,0,64474,0,GPS1_FRAME,1.0388066666666667,-11.921573333333333,1.5,25.5,174813.3023891991,114969.88349410913,175434.0,29,N
1676051675.2498927,0,64475,0,GPS1_FRAME,1.0388066666666667,-11.921566666666667,1.5,25.3,174814.0450723584,114969.88280693023,175435.0,29,N
1676051676.2536983,0,64476,0,GPS1_FRAME,1.0388066666666667,-11.921566666666667,1.5,25.3,174814.0450723584,114969.88280693023,175436.0,29,N
1676051677.2508943,0,64477,0,GPS1_FRAME,1.0388066666666667,-11.921563333333333,1.5,25.3,174814.41641393356,114969.88246334136,175437.0,29,N
1676051678.2507563,0,64478,0,GPS1_FRAME,1.0388066666666667,-11.921558333333333,1.5,25.3,174814.97342629998,114969.8819479588,175438.0,29,N
1676051679.2502065,0,64479,0,GPS1_FRAME,1.038805,-11.921558333333333,1.5,25.5,174814.97325562773,114969.69748939923,175439.0,29,N
1676051680.2493236,0,64480,0,GPS1_FRAME,1.0388033333333333,-11.921563333333333,1.5,25.7,174814.41607258876,114969.51354622054,175440.0,29,N
1676051681.2488666,0,64481,0,GPS1_FRAME,1.0388033333333333,-11.921563333333333,1.5,25.8,174814.41607258876,114969.51354622054,175441.0,29,N
1676051682.248495,0,64482,0,GPS1_FRAME,1.0388016666666666,-11.921566666666667,1.5,25.9,174814.04456034093,114969.32943124734,175442.0,29,N
